                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
1,2.471368291463752,2.0723428925223857,1.7953967077573787,0.41519944662896335,0.27368864913060176,0.36409571862509454,0.21679875919408356,2.389727335755782,1.8232016399704194,1.6256982094930819,0.01,0.01,0.01
2,2.403791360828729,2.0551673395564296,1.7920375307250014,0.4095215103232594,0.3270584732018356,0.3492594884976962,0.22706088694265078,2.2766822733560312,1.7623937110201884,1.6827772840281567,0.009797959183673469,0.009797959183673469,0.009797959183673469
3,2.5016075376453317,1.9052397333733138,1.7621045223672287,0.4235588239319662,0.28936041086365044,0.35776981123659035,0.2081115988417711,2.1982060740448954,1.7632156218891573,1.6291931353909495,0.00959591836734694,0.00959591836734694,0.00959591836734694
4,2.425307071273219,1.8599980912991678,1.7074208951559395,0.4319790714679406,0.3367957597049214,0.4000129521566703,0.20613843600099177,2.1538271715483623,1.7823489134456039,1.6812196259542194,0.009393877551020408,0.009393877551020408,0.009393877551020408
5,2.4259278062716194,1.9011680682597996,1.7979463197655043,0.44469163030435044,0.33262123005996824,0.3743857821177295,0.25971785176051587,2.204397423251944,1.6647975839329552,1.7177747444139502,0.009191836734693877,0.009191836734693877,0.009191836734693877
6,2.3152307312201956,1.8183219697381172,1.7384189255692895,0.47255476144108854,0.34045521439423665,0.3938966702723639,0.27208478724788315,2.1617091926612346,1.7450495245211075,1.69698223883889,0.008989795918367348,0.008989795918367348,0.008989795918367348
7,2.3114847616098704,1.8170955272949105,1.679790308671254,0.4211201985256434,0.3313586650010885,0.3969316776719232,0.2400328234660611,2.065394679627066,1.6273348582602858,1.6567718822842346,0.008787755102040816,0.008787755102040816,0.008787755102040816
8,2.2350466546932926,1.744435562945177,1.6720956903252346,0.47011481595385135,0.3770743439310738,0.41363845620232736,0.25895482187552593,2.1920345290166297,1.6170108184645735,1.5906314506737405,0.008585714285714285,0.008585714285714285,0.008585714285714285
9,2.146228131026777,1.805638366112021,1.5776328806885067,0.486485819810403,0.3975586180096569,0.4370218413231179,0.2921933230363941,2.054056727899878,1.5802017008640206,1.6004208699369604,0.008383673469387756,0.008383673469387756,0.008383673469387756
10,2.1764157108009248,1.7011514953276685,1.659809680546572,0.5228599374791342,0.42747001107308535,0.42855962347571586,0.2947219452175311,2.0667947425823145,1.603760805459817,1.6686367702043037,0.008181632653061224,0.008181632653061224,0.008181632653061224
11,2.213638046336901,1.8326849684374027,1.6469613114317583,0.5023256136892574,0.40930319616772287,0.4671119200681938,0.27369695821498813,1.993729538908855,1.5605068059769922,1.7002369664271448,0.007979591836734693,0.007979591836734693,0.007979591836734693
12,2.0750137908915094,1.7263560039493284,1.6271486237497774,0.4828565647544548,0.42106893369541004,0.49093112835196834,0.3012422778203473,1.9787658209567611,1.5220000234317383,1.6302425829618616,0.007777551020408164,0.007777551020408164,0.007777551020408164
13,2.140757164930599,1.5759013006690559,1.5753697243857623,0.4784857519514479,0.4184138932108602,0.483384651836718,0.30216976943125134,1.9025080908638006,1.5751719329381049,1.5987752801075146,0.007575510204081632,0.007575510204081632,0.007575510204081632
14,2.062746643234914,1.5593146089813443,1.6203347837863968,0.5416764027222791,0.40934160952709625,0.49949977810295815,0.31873154122316855,1.9756080475578033,1.519576824923376,1.54447691722542,0.007373469387755102,0.007373469387755102,0.007373469387755102
15,2.0184530860084666,1.5627295077515577,1.5632341334132018,0.5432072304088603,0.47190696447945224,0.5008343812284556,0.33954897655202876,1.8706712814924298,1.4285355369049668,1.549425233384703,0.007171428571428572,0.007171428571428572,0.007171428571428572
16,2.0448189332351348,1.54595004260764,1.5936681516985565,0.5438550005230138,0.494678731504779,0.5100958543406452,0.32210345356884734,1.853068477719839,1.4084958338308715,1.6043060796314232,0.00696938775510204,0.00696938775510204,0.00696938775510204
17,1.9613390297146653,1.4213570861438227,1.5572678491974985,0.5233375914205867,0.5161644060628499,0.5073770860744574,0.3360331701349192,1.7812821963347039,1.388433064695963,1.5883088840213067,0.00676734693877551,0.00676734693877551,0.00676734693877551
18,1.8294346980720704,1.3770036634371603,1.557422422372715,0.5616138101874747,0.5050807224734353,0.5394745215309286,0.35682326987995305,1.7787974872499523,1.3615981458196214,1.4920665420982642,0.00656530612244898,0.00656530612244898,0.00656530612244898
19,1.8400103898862445,1.3384922604977239,1.4853671743837242,0.582259047334989,0.5043169808217391,0.5254656815552243,0.36358209057009383,1.778633514317847,1.3321662056271548,1.5177601778032848,0.0063632653061224485,0.0063632653061224485,0.0063632653061224485
20,1.7781128401836697,1.380367830441529,1.5042975802236804,0.5985076237141387,0.49583936757075886,0.5617846535406037,0.37915146385599807,1.7613308183736174,1.3761390355096659,1.550525121493908,0.006161224489795918,0.006161224489795918,0.006161224489795918
21,1.7915748785839,1.4258841833560654,1.4876295443892562,0.5727162807436383,0.49177049098351666,0.5822597596857327,0.42349164386658955,1.7949096343000401,1.3297908196038803,1.4573817808278697,0.005959183673469388,0.005959183673469388,0.005959183673469388
22,1.821028376930622,1.333367172917888,1.4629968364903174,0.6023844144906855,0.5417243795305859,0.5650199253455419,0.381075966830027,1.709296064853397,1.2789133968304827,1.4545264296190095,0.0057571428571428565,0.0057571428571428565,0.0057571428571428565
23,1.8036158745436175,1.3312486266678685,1.416881170794323,0.5996324756916026,0.5339603775390357,0.59436710698287,0.3927362601254425,1.6812462282541438,1.2563989077114956,1.4673610617781865,0.005555102040816326,0.005555102040816326,0.005555102040816326
24,1.7483388953853756,1.2133801577351224,1.4752683816469707,0.6324638403102084,0.5038957066055634,0.6332152923338674,0.41703324432086925,1.6627300707191282,1.274428126132306,1.41848050482615,0.005353061224489796,0.005353061224489796,0.005353061224489796
25,1.6419989550176606,1.2567987454034513,1.4720705429078622,0.6530520432994456,0.5561276989884341,0.6220117131499705,0.41798225345463785,1.5907639756644347,1.2287720289119506,1.4304442287838335,0.0051510204081632645,0.0051510204081632645,0.0051510204081632645
26,1.6503191094714451,1.2421909842850898,1.4634816805320896,0.6572153028646032,0.5538059517951572,0.6108698376789388,0.43394917924146975,1.5312949539900744,1.231486197510059,1.457840871050515,0.004948979591836734,0.004948979591836734,0.004948979591836734
27,1.5926263784897416,1.3153996069096312,1.3850281044881434,0.644599699787348,0.5925420841939009,0.6279960905720822,0.45792605184542456,1.5568437157413817,1.1571326511288356,1.4333342019015252,0.004746938775510204,0.004746938775510204,0.004746938775510204
28,1.5447101442790847,1.1439094450804737,1.5019149961898466,0.6591002946356848,0.568982550469661,0.6452055502751354,0.4197087245105456,1.5437322484890263,1.109994775106712,1.3752751061699018,0.0045448979591836735,0.0045448979591836735,0.0045448979591836735
29,1.569018590881087,1.1692086659923626,1.399589804411752,0.6360937090980296,0.6023978913555823,0.6493005125742313,0.4406909378176244,1.4530704292642287,1.0946351390460483,1.4739233459569054,0.004342857142857142,0.004342857142857142,0.004342857142857142
30,1.5165063577416953,1.1605119713810244,1.467973526235391,0.6603842354588855,0.6286039583001792,0.6967064201906297,0.4942972469314183,1.4360384507253112,1.0576060821561812,1.4029483067136708,0.004140816326530612,0.004140816326530612,0.004140816326530612
31,1.5183963704121741,1.0784428684248435,1.4334007931277375,0.6569387551861856,0.6003817945553256,0.6702488224164743,0.4810085406133004,1.433163344303419,1.0948573975630331,1.4224875056461663,0.0039387755102040815,0.0039387755102040815,0.0039387755102040815
32,1.364054828876501,0.943374399780734,1.3434698660487603,0.7328099466576431,0.6379769357289623,0.6991318883803107,0.4912655760646074,1.396736093738947,0.984260455671949,1.416962852547842,0.0037367346938775503,0.0037367346938775503,0.0037367346938775503
33,1.432798599801561,0.9297539635311074,1.37275017781801,0.7181060808242902,0.5916330549228567,0.7198854725841736,0.477093115230812,1.386476937567258,1.0363421615181496,1.3983329384430352,0.00353469387755102,0.00353469387755102,0.00353469387755102
34,1.3694295173358038,0.9224428975306666,1.4356943916778702,0.68139766563,0.675545133685013,0.7244475315853904,0.4960581802315818,1.305426634623445,0.9865684888838192,1.3799768689282892,0.0033326530612244895,0.0033326530612244895,0.0033326530612244895
35,1.236425577865739,1.0049281293208068,1.36010926381858,0.7215492798346664,0.671022331821478,0.7282785581857334,0.5361242075475686,1.2865851728461952,1.020318007058101,1.313117712814405,0.0031306122448979583,0.0031306122448979583,0.0031306122448979583
36,1.3273898050090174,0.9153756924206206,1.3053154589279532,0.7467181651804311,0.6873255495858747,0.7529238530457711,0.5094423264724466,1.337329062869994,0.9934724731988399,1.3908078799470003,0.002928571428571428,0.002928571428571428,0.002928571428571428
37,1.2666069253883172,0.8233407462754239,1.3161605526704585,0.7431767504070951,0.6848088747514662,0.750535709363583,0.530314907644941,1.2987034598253964,0.8893426289835099,1.318564324556737,0.0027265306122448976,0.0027265306122448976,0.0027265306122448976
38,1.1558913943823605,0.8602879858439018,1.3039467933708313,0.7591238393435102,0.7198608140926261,0.7558926302687224,0.5557925193261009,1.2491636638351524,0.9198513774698861,1.3675887595407883,0.0025244897959183664,0.0025244897959183664,0.0025244897959183664
39,1.0911892913798278,0.9341300252066648,1.2758438365883686,0.7701730487853419,0.6857056227783693,0.7865298295677451,0.5457222369596048,1.255735546476194,0.858021518830812,1.2753624666604886,0.002322448979591836,0.002322448979591836,0.002322448979591836
40,1.1226340389869591,0.857583786699049,1.2142888134120213,0.7691949881605242,0.6995830451969253,0.7938196709126923,0.5412523235426455,1.1866235262175573,0.8638942701813219,1.3173680619143535,0.0021204081632653048,0.0021204081632653048,0.0021204081632653048
41,1.1128367680844318,0.7269241706506275,1.281901537675987,0.7713179574637608,0.7576957033986012,0.7730671718364142,0.5668083852614569,1.2090208366099515,0.8404620264319312,1.3034627694004541,0.0019183673469387753,0.0019183673469387753,0.0019183673469387753
